StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExpliSOI,Edad,Sexo,SexOrient,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H212,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H12,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H212,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,Cedula
9/4/22 10:08,9/4/22 10:35,0,186.116.208.210,100,1597,1,9/4/22 10:35,R_Xt9KLIGyzHnoY6d,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5,2,6,6,6,5,6,5,7,4,7,"5,1",3,5,3,6,5,7,4,6,4,6,3,3,7,7,6,6,6,4,6,2,4,4,7,6,2,3,6,3,7,6,3,6,3,4,3,5,2,"6,1",5,4,4,7,4,5,"7,5",5,7,5,4,3,5,6,7,5,4,4,6,6,7,6,4,5,3,5,6,7,"3,3",6,4,5,"2,4",6,7,5,7,6,1091354175
9/4/22 18:56,9/4/22 19:10,0,186.29.64.128,100,832,1,9/4/22 19:10,R_32XG45A7pXe66FW,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,"2,7","0,9",9,9,"6,9","1,9","6,1","7,5",8,"2,5","9,9","0,7","7,1","2,2","2,9","8,2","8,3",10,"5,5","3,8",2,"8,9","7,8","5,1","3,1","6,9","9,1","7,6","7,1","1,8","1,5","6,2","1,1","7,6","7,1","1,8","1,4","1,7","6,9","1,7","1,8","1,2","1,7","8,1","1,9","2,8","2,1","7,5",8,"1,8","1,8","2,1","2,6","2,3","1,6","1,1","9,5",6,"8,2","7,3","2,1","2,4","2,7","8,4","1,6","1,9","2,3",2,"8,1","7,5","9,2","1,9","7,3","8,7","0,6",7,2,"7,8",9,"7,3","2,4","7,5","2,2","2,5","0,6","1,2","7,5","6,5",1013096211
8/29/22 12:17,8/29/22 12:23,0,190.109.24.62,84,334,0,9/5/22 12:23,R_Q4latgphx6N7LRn,2,20,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,9",4,"4,1","7,2","7,5","6,3","6,2","4,6","1,8","8,5","5,2","5,1","4,7","5,6","4,5","5,7","5,7","6,7","7,8","4,1","5,6","4,2","5,9","5,6","5,7","4,5","5,9","4,6","5,8","5,5",0,0,0,"2,8","2,9",0,"2,3","2,9",0,0,0,0,"1,8","0,3","0,1","1,9","0,6",0,"0,9","1,5","0,4",0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/22 20:59,9/5/22 21:13,0,186.86.32.107,100,839,1,9/5/22 21:13,R_2WAK9xZmWQXJpg6,2,21,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,9",3,"6,2","9,8","4,1","3,3","7,1","7,3","3,6",10,"2,2","9,4","2,8","8,2","3,9",8,"7,3","6,5","3,1","6,7","7,4","3,6","3,2",7,"3,1",7,"3,7","7,5","3,9","7,6",8,6,10,4,4,7,3,2,6,4,"8,1",3,"5,4","3,2",4,10,2,"9,3",7,4,4,1,10,"6,1",3,"3,6","3,9","3,9",10,3,"6,4","3,7","8,1","7,6","6,3","7,8","8,8","3,8","9,2","3,3","7,8","3,8","3,3","3,5","2,7",10,"3,3","2,6",3,"2,5","9,1","2,4","8,2","8,6","2,7",6,"3,5","6,2","3,5","2,7",1004149054
9/5/22 21:59,9/5/22 22:17,0,181.51.197.73,100,1083,1,9/5/22 22:17,R_w7uwPtfQczvnNg5,2,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,"5,1",4,6,"7,2","7,2","8,1","9,1","8,2","6,1",4,"5,1",4,4,3,2,"6,2","6,1","8,1",3,"5,1",2,4,4,2,3,4,"5,2",4,"4,1",6,"7,1","5,1","6,1","5,1","3,8","8,3","3,9",3,6,4,"4,2","6,1","6,2","8,1",4,4,"6,1",6,"7,2","8,2","6,1","6,2",4,7,"3,9","6,1",4,"2,9","6,2",7,"6,1",4,3,4,3,7,"6,1",4,"6,1","6,1","3,8","2,9","6,1","3,9","2,9","6,1",3,4,"3,9","7,1","2,9","6,1",4,"6,1","6,2",6,"6,2",6,1007812391
9/6/22 7:38,9/6/22 7:51,0,186.84.22.29,100,830,1,9/6/22 7:51,R_3kLZHTopY0MjsID,2,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,1","6,1",8,4,9,4,"5,5","6,6",8,"6,5","2,9","2,9","8,2","2,9","3,4","8,2","1,9","2,4","8,9","8,6",8,"7,7","2,7",9,"3,2","7,7",3,8,"3,9","2,8",4,3,2,"7,4",8,"6,1",8,10,"4,4","6,1",7,"4,3","4,2","3,3","3,4","7,9","2,7","3,7","3,4","3,3",3,"8,4","8,1","3,9","2,5","3,3",3,"8,2","9,1","8,6","9,3",6,"3,4","4,2",7,"7,9","8,4",10,"6,3","6,7","8,3","2,8","3,6","6,9","7,8",7,"2,8",3,"3,3",3,"5,4","4,2",8,"6,5","8,4",7,"3,8","7,1","7,2","3,6",1000184380
9/5/22 14:30,9/7/22 23:06,0,181.56.73.4,100,203797,1,9/7/22 23:06,R_AndSaB5uWS8oALf,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,4","6,9","6,8","3,5","3,9","6,7","7,6","6,9","7,6","6,8","3,7","2,9","3,3","6,5","6,5","6,4","6,1","3,5",7,"7,1",7,"2,9","3,2","3,3","3,3","8,5","7,7","7,4","7,2","3,2",3,"3,5","6,1","8,1","8,1",9,"8,8","8,2","8,1","2,2","7,3","7,1","6,4",3,"7,4","8,7",6,"7,6","7,1","8,3",9,"9,1","7,3","8,9","3,3",9,"3,2","8,9","7,9","3,7","7,9","7,1","7,2","6,5","3,7","7,3","6,5","6,6","7,9","3,7","6,9","8,7","7,2","3,3","9,5","6,9","9,4","3,6","8,1","8,1","8,1","8,2","2,7","3,6","7,5","8,9","8,2","6,7","6,7","6,7",1070464066
9/9/22 8:00,9/9/22 8:23,0,186.84.21.189,100,1363,1,9/9/22 8:23,R_3qyZj2pUhQqQxKO,2,20,1,1,"8,1","9,4",9,1,"2,4","1,4",6,"3,5","3,4",7,"0,7",7,7,4,"1,4","2,1","8,1","2,4","2,9","8,5","7,6","7,5","6,5",9,8,"7,7","2,2","9,1","3,4","6,8",7,"8,5","6,5","1,4",3,2,"6,5","8,5","7,1","6,5",3,"3,5","7,1","7,5","1,5","1,9","1,9","6,5","2,9",9,4,"8,6","3,4","8,1","2,4","7,6","3,4","2,4",7,4,"7,1","8,7","6,5",3,6,"3,4",4,"9,6","7,6","6,5","1,5",4,"7,5","2,4","1,4","3,5","6,1","9,2","3,5","7,5",3,"7,6","5,5","7,6","2,9","7,6","3,4",8,"0,9","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001184543
9/10/22 19:38,9/10/22 19:39,0,186.154.32.201,100,95,1,9/10/22 19:39,R_3GcTc0aju8DSoeT,2,20,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/22 14:57,9/11/22 15:11,0,181.55.232.125,100,834,1,9/11/22 15:11,R_Ze55rqqKiUXxxo5,2,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,1","7,1","1,9","0,1","7,1","5,1","5,1","3,1","6,9","5,1","5,1","5,1","2,9",0,"5,1","2,9",0,"7,2","2,4",10,"6,1","2,8",0,"6,7","2,5","5,1","4,2","6,3",0,"5,1",0,0,3,"5,1",0,2,2,0,0,0,0,0,0,0,0,"5,1","1,3",0,0,0,0,0,0,0,0,0,0,0,"5,1",2,0,0,"5,1",0,0,5,0,"5,1",0,0,0,0,0,0,"1,9","7,1",0,"2,2",0,"2,9","3,4","6,2",0,0,0,"5,1","3,4","5,1","5,1","6,8",1001979213
9/12/22 12:05,9/12/22 12:29,0,186.31.10.124,100,1490,1,9/12/22 12:29,R_3rHVjjmVDHx69ow,2,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"6,9","6,3","3,4","4,5",7,"4,6","3,9","6,1","6,2","6,3","6,5","7,8","3,8","3,2",4,"2,8",7,"7,1","6,8","7,8","8,3","7,4","7,7","8,7","8,5","6,8","7,3","7,6","7,4","5,6",7,"8,1","7,7",6,"4,1","4,6","6,9","8,1","6,6","8,8",4,"5,8","8,9",6,"3,5","4,5","5,6","5,8","3,5","4,4",5,"7,9","6,5","9,1","8,7",7,,"4,5","5,9","6,5","6,9","6,9","4,4","7,6","4,2","7,6","8,4","8,5","8,2","7,8","4,6","4,5","5,5","6,8","3,8","2,6","3,6","6,1","8,8","6,8","6,3","4,1","4,3","6,7","7,5","7,1",,"6,9","4,9",1010100324
9/12/22 19:42,9/12/22 19:48,0,200.118.16.147,100,342,1,9/12/22 19:48,R_3nOfbx2Uspnr6r4,2,19,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/22 20:43,9/12/22 20:44,0,186.31.56.82,100,49,1,9/12/22 20:44,R_Z2Zp6X9uOewRk4x,2,20,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/22 21:00,9/5/22 21:20,0,186.29.164.152,99,1222,0,9/12/22 21:20,R_3eykp0lEMtWx7bD,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"8,1",4,3,"7,1",9,7,5,6,7,8,3,6,2,4,6,4,7,8,4,7,4,2,8,3,2,6,7,6,4,7,3,4,4,7,9,"8,5",6,4,3,7,2,"3,5","6,5",3,8,3,2,3,3,"7,1",8,6,7,6,7,4,4,"6,5",6,7,4,7,3,6,7,4,8,"6,5",3,10,"3,5",8,6,4,"4,5",3,1,4,6,4,"6,5","4,5",8,"8,8","6,5","3,5",7,4,3,1006799243
9/7/22 16:35,9/7/22 16:36,0,190.109.24.62,4,76,0,9/14/22 16:36,R_2TZ9MjJ21TH7TeU,2,23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
