StartDate,EndDate,Status,Progress,Finished,RecordedDate,ResponseId,ExpliSOI,Edad,Sexo,SexOrient,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,M200,M201,M203,M204,M205,M209,M210,M213,M214,M215,M216,M217,M218,M239,M240,M242,M246,M247,M248,M249,M251,M252,M253,M255,M256,M257,M258,M259,M260,M261,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H212,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H12,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254,H200,H203,H204,H205,H206,H207,H208,H209,H210,H211,H212,H213,H214,H216,H217,H218,H219,H220,H223,H224,H240,H242,H244,H245,H246,H249,H250,H251,H253,H254
6/8/22 10:52,6/8/22 11:09,0,100,1,6/8/22 11:09,R_3e3jWR2XfW4HsJX,2,25,1,1,"7,3",10,0,"2,5",6,"3,3",5,10,"5,5","9,1",0,8,9,8,3,3,8,2,8,"8,5",7,2,6,"7,9",5,"1,8","2,2",9,7,4,"8,5",2,0,0,0,3,"7,6",3,9,4,"7,7",6,"2,5","3,4",0,0,"3,9",3,"8,4",8,0,10,"7,1","3,1","8,4","3,8",8,3,7,6,10,9,0,"3,5",6,0,"2,5",8,"1,4","2,5",4,7,"3,5","7,1",0,"0,1","7,1",7,5,"8,1",3,8,3,0,"4,1","6,3",8,2,"3,9","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 9:56,6/15/22 10:10,0,100,1,6/15/22 10:10,R_2RX3R7NpxNQIpio,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,1",2,0,10,2,1,8,"7,1",4,7,3,"2,1",0,7,7,"8,2",10,"6,2",2,0,8,3,"7,8","3,1","0,2","0,9","0,2","0,7",4,"7,4",1,3,0,10,6,"2,9",0,"3,2","1,7","2,8","7,5","3,1","0,3","0,4","0,2","4,1",0,"2,8","2,8","2,4","7,4",2,"1,3","7,5","1,8","2,6","0,4","0,3","8,9","1,4",3,"2,9","0,5","8,3",2,"1,9",10,"0,4","3,6","2,7","7,4","4,1","0,1","3,3","1,9",10,"7,3","0,4","0,1","1,9","6,5",3,1,10,7,"7,5","0,3","1,1","7,7","7,2"
6/15/22 10:12,6/15/22 10:21,0,100,1,6/15/22 10:21,R_3J7QJhEBDTbaMcy,2,23,1,1,7,"5,9","3,3","2,3","6,7",0,"3,2","4,9","6,6","3,9","0,3",5,6,3,"4,2","2,7","6,1",7,"3,2",7,6,"2,9","2,6",3,7,3,"3,1",3,"3,7","3,2",4,4,5,2,6,4,4,6,7,5,4,2,1,5,3,3,"3,9",7,4,5,3,7,4,"6,1","6,9","4,4","6,1","6,1","6,2","4,4",6,"5,8","6,2","2,9","4,2",4,"4,2","4,6",7,"7,1","6,3","3,3",6,3,"6,8","2,6","4,1","6,6","3,2","6,9","7,3",6,4,"6,7","3,2","7,1","6,7","7,3","6,6","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 9:50,6/15/22 10:24,0,100,1,6/15/22 10:24,R_PulgvY0h8Hs2fip,2,27,1,1,"3,7","3,6","3,4","6,3","6,1","5,9","3,3","3,1","7,1","6,1",4,4,5,"6,3","3,5","3,1","2,8","2,9","4,8","6,2","3,3","3,9","3,6","6,3","5,5",4,"3,2",6,"6,2","4,2",4,4,2,"1,9","2,6","2,5","5,3","6,1","3,2","2,8","2,5","2,1","2,1","1,9","2,3","2,3","3,1","2,2","2,9","6,6","3,1","6,3",3,"2,9","2,5","2,5","2,6","2,9","3,2","3,1","5,8","5,2","2,5","2,9","2,8","2,7","2,2",3,"5,9","3,6","3,2","2,8","2,9","3,3","3,4","3,1","3,2","3,1","3,4","5,5","2,6","5,7","4,1","3,7","2,7","3,7","2,7","5,7","3,7","3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:08,6/15/22 10:26,0,100,1,6/15/22 10:26,R_3EAO7kt40rQDIdZ,2,23,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"6,1",5,"2,9","3,8","6,1","4,8",4,5,"6,1",4,4,4,"1,9",4,3,"0,9",4,"5,9","7,1",3,"3,4","3,5","6,3","3,5","3,5","6,1","5,9",6,"4,5",2,3,4,5,"7,1",3,3,"7,4","7,6","0,1","6,1",3,"5,1",3,3,5,"2,9",2,"1,9",2,3,2,2,3,3,4,3,"5,2","5,2",3,"6,7",5,"6,5","3,6","6,7","4,2","5,7","6,6","6,1","5,3","3,8","5,8","6,6","3,1","4,1","6,4",10,"4,3",4,"6,7","3,6","3,9","2,4","6,3",4,6,"4,4","4,4","6,5","4,1"
6/15/22 10:28,6/15/22 10:35,0,100,1,6/15/22 10:35,R_2usnIruwVMsPWrz,2,21,1,1,"7,3","3,3","7,9","7,4","7,2","3,4","7,5","8,6","8,9","2,8","7,4",3,3,"2,3","3,1","7,7",8,"2,6","2,9",7,"2,8","7,3","7,8","7,6","2,1","1,8","3,1","6,8","7,7","6,8","5,3","6,1","2,7","3,1",3,"2,6","7,2","8,2","8,4","3,6","6,1","7,2","3,1",10,"3,9","6,3","3,5",10,"6,3","6,2",7,7,"6,6","3,5","6,6","7,3",7,"7,9","7,2",8,10,0,"7,3","7,8","2,7","7,6","7,5",7,"2,9","6,9","7,8","7,8",8,10,"2,8","8,2","1,5",10,"3,6","6,9","3,1","2,4","7,3",8,"7,7","8,1","7,5","9,1","2,8","7,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:34,6/15/22 10:49,0,100,1,6/15/22 10:49,R_25z35K1rH62PqB3,2,27,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,3,4,6,2,7,4,4,2,4,3,4,6,6,1,7,6,4,3,"4,4",6,5,3,6,7,7,4,"5,1",3,6,1,7,4,3,4,"4,5",4,2,6,7,7,4,2,6,4,"5,1",2,3,6,7,4,3,1,4,3,2,6,4,"4,4",3,1,4,4,"4,5",3,"5,5","6,1","5,5",3,6,"6,5",1,6,"6,5","3,5",7,4,"5,5",6,6,"4,5",3,"2,5","4,5","5,5","5,4",4,"4,5"
6/8/22 10:50,6/8/22 11:06,0,99,0,6/15/22 11:06,R_p6jHzDEJN5BV4Ix,2,23,1,1,6,6,10,2,"0,3","3,7","3,2",7,10,"3,7","3,8",2,5,10,"8,1",10,10,"3,7","6,5",10,7,7,"7,3",3,10,"5,3","3,1","2,7","2,9","3,9","7,9",6,"2,7","6,8",4,"2,2","7,9","7,6","1,6","1,5","2,1","8,4","8,4",8,3,"7,6",10,"5,4",10,10,"1,9","9,7","6,7",10,"2,4","8,2","9,3",8,"0,6","7,5",10,"7,7","8,7",2,"7,9","2,8","7,5","7,6","6,7","3,6","9,3","9,3","2,6","8,9","0,8","8,6","8,2","8,5","8,3","8,3","2,2","8,7","7,4","7,7","3,5","7,3","7,8","7,8","9,5","2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 11:12,6/15/22 11:13,0,100,1,6/15/22 11:13,R_po3iPb3sIRBUNUZ,2,26,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 10:48,6/15/22 11:22,0,100,1,6/15/22 11:22,R_1pKlBxcWGhpR26x,2,26,1,1,"4,4","3,1","6,5","4,4","4,4","6,9","4,5","4,7","7,2","7,2","6,5",6,7,"7,9","6,2","6,5","7,1","7,4","6,2","7,4","3,7","6,7","7,1","8,7","7,1","7,5","6,2","7,3","6,1","3,7",7,"8,3","3,7",6,"7,2","7,8","6,3",8,"5,9","7,6","6,6","6,8","4,6","7,3","6,3","8,6","6,5","7,8","3,8","7,1","6,1","6,7","6,4","5,7","7,8","7,5","7,5","5,9","4,5","6,1","7,4","8,9","4,1","7,7","5,7",7,"6,1","6,6","7,2","8,4","4,4","8,3","3,6","4,1","4,3","6,5","4,5","8,3","3,1","7,5","4,5","7,6","7,1","8,1","8,2","8,3","7,5","5,9","6,2","7,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 11:14,6/15/22 11:34,0,100,1,6/15/22 11:34,R_2v6q5eStxlLHoge,2,27,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,9","6,6","7,4",4,"6,5","7,4","7,1","3,5",7,"6,4","6,6",3,"3,5","7,4","3,9","3,6","3,7","7,1","3,5","7,5","5,1","6,7","3,3","7,7","7,4","3,4",7,"7,4",7,"7,6",5,3,7,"8,4",8,7,"6,1","4,2","3,1","3,3","8,1","2,8","3,1",2,"2,9",5,"2,9","3,1","2,7",3,"2,8","2,5","6,6","7,2","3,2","2,5","3,3","3,5","3,3",3,"4,5","6,7","7,5","5,4","3,9","6,9","7,5","4,2","6,6",4,"7,5","4,1","7,1","3,9","3,8","3,8","2,8","5,7","6,5","7,1","3,4","7,3","3,2","7,2","3,2",3,"4,4","4,5","8,1","3,1"
6/15/22 11:05,6/15/22 11:40,0,100,1,6/15/22 11:40,R_2DMlZv2DTJXiwRG,2,21,1,1,"6,5","6,6","3,9","8,1","5,7",4,"6,1","3,2",3,"2,6","3,4",1,5,10,"7,4","8,6","7,1","7,8","5,8","3,4","6,9",0,3,"8,2","4,3","2,6","6,1","7,4","3,8","6,9","4,9","6,6",7,"4,4","5,9","8,1",4,9,"5,2","6,5","7,2",10,"5,2","3,9","3,3","6,3","6,2","7,6","4,2","7,8","3,9","8,5","6,3","6,3","8,1","8,4","4,8","3,5","5,9","6,3","6,9","7,1","4,2","6,8","3,3","2,9","2,9","5,8","7,4","6,3","8,8","8,5","7,9","8,4","6,3",6,"7,2",8,"4,7","7,4","3,8",6,"7,2","3,9","6,2","3,2","5,5","6,8","8,4","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 11:37,6/15/22 12:01,0,100,1,6/15/22 12:01,R_71hmNZxNNj5oF7X,2,23,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,2,1,8,7,5,4,"7,1",8,3,5,7,1,1,1,6,2,8,2,"5,1",1,8,2,2,4,"2,9",2,3,2,5,6,8,8,7,4,10,5,7,"9,9",4,9,7,4,"7,5",6,"8,5",3,5,2,8,7,"8,3",8,"5,1",5,8,6,7,"6,3","6,9","8,1",5,"3,7","7,2","6,5","8,2","3,6","3,2","8,8","4,2","9,4","5,7","3,2","4,4","1,8","7,8","6,6","7,5",10,"6,9","7,2",7,"7,5","4,5","3,1","1,4","3,4","5,7"
6/15/22 12:23,6/15/22 12:39,0,100,1,6/15/22 12:39,R_2m0eAUz9C8H3COR,2,21,1,1,"5,6",2,7,2,"8,2","3,9",1,"8,1",10,"2,9",10,0,1,"1,9","7,2","6,1","4,1","6,1",4,5,2,2,"8,1","9,1",8,"7,5","8,2",4,10,3,2,4,"8,1","0,9",0,0,"8,1","8,1","3,1","4,5","6,1",1,"1,5",2,"0,3",0,"7,1",10,"1,9","9,2","2,7","0,5",6,"2,9","6,1","2,8","0,8","6,1","1,7",0,"8,2","7,1","8,2","1,9","1,9","1,9","1,1","7,2",9,"1,9","6,2","0,9","1,1","2,9","2,5","2,9","6,4","7,4","1,2","7,7","0,6","7,4","8,9","0,9",2,"5,6","6,9","3,3","2,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 13:28,6/15/22 13:44,0,100,1,6/15/22 13:44,R_2CTZdSVR3bZhht7,2,22,1,1,6,4,7,2,3,3,6,7,4,4,4,4,6,"5,1",4,6,6,"8,1",7,"5,1",6,"3,9",3,5,6,7,6,8,3,5,5,4,4,5,4,4,6,6,7,"6,1",8,5,6,5,6,5,5,6,4,6,4,5,5,4,5,4,4,6,7,5,6,6,3,6,5,4,6,5,4,6,7,5,4,4,5,"4,1",3,6,4,4,6,7,4,6,4,4,7,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 13:48,6/15/22 13:58,0,100,1,6/15/22 13:58,R_svVjCnxxyhEJl4Z,2,19,1,1,8,8,"7,2","7,2","7,2","3,9","7,6","3,4","6,2","4,2","8,2",3,,5,"9,4","8,5","3,6",9,"6,8","8,4","3,6","7,6","4,6","6,8","6,7","4,1","7,2","3,7","7,8","3,5",7,"3,8",3,"4,2","6,3","3,4","1,9","3,3","3,2","6,9","7,2","3,3","3,6","4,1","3,2","3,9","7,4",8,"2,4","9,6","3,8",9,"6,9","6,9",4,"7,1","8,8","8,1",9,"8,3",8,8,"7,4","8,7","3,3",4,"3,5","7,8","3,4","8,9","7,2","3,5","4,1","4,2","5,8","3,6","4,4","6,1","6,7","6,4","7,3","9,3","7,3","7,9","7,6","7,2","7,6","3,9","6,4","6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 13:49,6/15/22 14:02,0,100,1,6/15/22 14:02,R_81SCrNEjvE6JuV3,2,21,1,1,"8,4",10,"6,7","7,6","5,6","4,2","6,8",7,"4,4","8,8",7,6,4,"4,6","3,6",6,"5,9","8,6","4,4","6,1","4,2","6,9","6,6","6,9","3,1","2,4","6,4","6,5",7,"7,5","7,1","3,1","2,5",2,2,"1,2","6,7","7,5","6,1","3,4","5,3","3,3","2,2","1,4","0,9","2,1","2,6","2,5","3,2","6,2","4,2","7,5","3,8","4,6","4,3","6,1","6,3","7,2","4,6","4,1","6,9","7,7","7,5","8,1","4,2","3,8","7,3","6,7","7,7","7,1","7,2","6,8","6,7","7,3","6,8","6,8","4,3","4,8",7,"6,7","7,2","4,4","7,5","4,1","3,7","5,4","7,3","7,6","6,5","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 13:51,6/15/22 14:10,0,100,1,6/15/22 14:10,R_3frRg6qd4f73TmV,2,19,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,6","3,3",0,"2,8","0,7",,"6,3","3,4","6,4",,"1,6","7,5","1,8",7,"2,6","1,3","1,9","7,8","8,4","4,5",1,"3,1","3,2","8,2","7,2","4,3","5,7","4,1",4,3,"4,6",7,"6,9","7,5","2,4","8,3",5,"2,5","3,3","6,8","1,1",4,"2,4","2,8","8,8","3,1","3,4","7,3","3,3","3,2","3,4",2,"3,3","3,4","5,4","7,1","3,8","1,4","1,1","6,9","2,6","2,8","6,7","2,8","7,2","7,5","3,4","2,7","3,5","6,8","3,8","7,1","3,7",6,8,"3,3","7,3","8,2","4,6","6,8","3,9","3,9",7,"3,2","4,2",3,"3,8","5,9",6
6/15/22 14:54,6/15/22 15:00,0,100,1,6/15/22 15:00,R_29m2y38IrA9Bx9v,2,26,1,1,"9,5","6,4","6,8","4,2","7,4","7,5","7,2","2,2","5,7","2,3","7,3",2,0,"2,5","0,6","1,9","9,3",3,"3,4","1,8","7,1","2,5","6,1","6,3","2,8","2,8","7,5","8,4","6,6","3,5",1,"2,7","2,3","8,1",0,"0,3",8,"1,8","7,6","8,1",10,"7,8",0,0,"8,2","2,1","6,8","1,2","8,7",2,"8,7","8,9","8,9","5,9","1,6","6,8","3,9",10,"1,2",10,"8,8",2,"8,3","8,8","8,3","8,6","2,8","3,3","8,5","9,9",10,"2,2","8,7","9,8",10,"2,6",9,"2,4","9,6","8,4","8,8","4,9","2,4","0,8","8,9","1,3","8,8","2,4","7,8","3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 14:44,6/15/22 15:10,0,100,1,6/15/22 15:10,R_3kKRn81iZOVpTkm,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,2,8,10,"5,9",7,10,10,10,3,6,6,10,4,8,7,10,6,4,3,3,6,8,6,6,7,4,8,7,3,10,9,6,8,6,10,2,"3,1",7,"0,6","5,6",7,3,5,2,6,7,8,4,6,3,7,6,8,3,8,6,3,"6,9","8,8","2,1",9,"1,3","7,6",4,3,3,4,"6,4",0,"7,3","6,3","7,5","7,1","0,9","2,7","8,8","8,3","4,1",7,"2,5","7,1",10,9,"4,1",10,"3,8","5,5"
6/15/22 15:44,6/15/22 16:10,0,100,1,6/15/22 16:10,R_2c8zo1slRzzp3RO,2,28,1,1,"2,9","3,9","5,6","6,8","3,2","6,2","2,9","3,7","3,8","6,6","3,1",2,2,3,"3,6","3,6","6,6","3,2","3,9","3,3","6,3",7,"3,6","5,9","4,2","5,6","6,1","3,6","5,9","5,1","4,8",6,7,2,0,3,6,6,"6,5","3,5",7,6,5,"3,8","3,5",3,4,4,7,"5,5",8,"4,1","3,1",3,"4,9","3,9","3,9","3,1","2,8","3,8","4,3","3,6","3,5","6,4","3,6","6,2","5,8","6,1","5,9","6,2","3,8","3,4","6,3","6,3","3,8","7,7","3,8","4,3","3,9","3,2",4,"6,5","3,9","3,4","3,5","3,5","8,5","3,8","3,2","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 17:12,6/15/22 17:37,0,100,1,6/15/22 17:37,R_PAHhggxayrdihZn,2,24,1,1,6,7,"5,2",5,"5,2",6,"4,9",5,8,7,3,5,5,7,3,6,5,6,5,4,3,6,"5,2",5,7,6,5,5,5,4,6,5,5,4,4,5,6,5,"3,9",4,6,6,"4,9",5,5,"4,1",4,6,4,4,4,5,5,6,4,5,5,4,6,"3,5",6,6,4,4,3,4,6,5,"6,1",5,6,4,5,6,6,4,5,"6,1",4,"6,3",4,6,"3,9","5,2","6,3","5,1","6,4","3,7","5,2",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 18:32,6/15/22 18:34,0,100,1,6/15/22 18:34,R_DAZPglGddY3Rnm9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 19:55,6/15/22 19:58,0,100,1,6/15/22 19:58,R_3HnOuryh7eKsNu2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 19:58,6/15/22 20:07,0,100,1,6/15/22 20:07,R_2aaAiCbc4jBaHPd,2,23,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,1","3,1",5,"2,8","2,6",6,"3,8","5,5","4,3","4,1","4,2","4,7","5,1","3,5",5,"4,6","3,3","5,8","4,7","3,9","4,7",6,"1,9","5,9","2,7","4,1","4,2","3,2","5,1","4,5",4,"3,8","4,9","4,7",5,"4,9",3,"4,5",4,"3,9","3,2","3,4","3,1","3,7","3,7","4,8","4,4","3,2","2,4","2,2","1,4","2,9","3,1","2,3","2,8","2,8","3,1","3,8","4,8","3,1","3,5","2,6",4,"3,1",2,"2,9","2,9","3,1","2,8",4,"1,9","2,5","2,9",3,"2,4","4,8","2,5","3,5","2,9","3,3","3,3","3,2","2,6","1,6","2,9","2,2",3,"2,6","2,1","2,2"
6/15/22 20:41,6/15/22 20:43,0,100,1,6/15/22 20:43,R_PNEL6rZVIjDqNJn,2,20,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 21:08,6/15/22 21:11,0,100,1,6/15/22 21:11,R_2uVvl7Gqa120hBq,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 21:13,6/15/22 21:32,0,100,1,6/15/22 21:32,R_XobSWL7Ltm7TClr,2,21,1,1,7,4,3,2,3,4,2,"2,1",8,"2,8",2,2,4,"2,1",3,3,3,4,"3,8",6,1,6,2,4,3,2,7,4,3,3,3,2,1,2,0,0,3,7,4,2,7,3,"1,1",0,1,0,4,4,0,4,4,3,4,3,"4,1",3,3,0,"0,9","0,3",4,2,2,2,0,2,2,4,4,2,"3,1",3,3,1,2,"1,9",3,4,3,"2,5",2,4,2,3,3,3,5,3,"3,8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/22 21:42,6/15/22 21:56,0,100,1,6/15/22 21:56,R_33wCr6dyBPhDI01,2,24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"4,9","0,8",5,3,"4,1",4,"4,1","3,6","2,8","3,5",2,"2,8","0,5","2,6","0,4","8,2","1,7","2,2","2,4","2,9","2,5",1,"2,9","2,5",3,"1,9","0,9","0,2","1,9","0,9","0,2","1,8","0,3",1,"1,5","0,7","1,6",1,"1,9","0,2","0,2","0,6","0,4","0,1","1,7",1,"2,1","0,7","2,2","0,2","0,2","0,4","0,2","2,6","1,4","0,7",0,1,"0,8",0,"0,8","0,7","0,9","0,2","1,1","9,1","0,6",0,"0,9","0,9","0,5",0,1,"0,2","0,9","0,8",1,"0,2","0,3","0,9","0,3","0,2","0,4","1,3","0,8",0,"0,9","0,7","0,5"
6/16/22 9:01,6/16/22 9:03,0,100,1,6/16/22 9:03,R_yKg6Z4bxkltqFoJ,2,19,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/22 14:42,6/16/22 14:43,0,100,1,6/16/22 14:43,R_1JJf1cTxeU2ymOm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/22 21:02,6/16/22 21:03,0,100,1,6/16/22 21:03,R_3h3kJbicP871q56,2,22,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/22 21:07,6/16/22 21:35,0,100,1,6/16/22 21:35,R_3qWDFVoKqmoKB6t,2,21,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"4,5","2,1","3,5","3,6","5,7","5,6","3,1","4,3","0,9","4,1","3,7","3,4","6,4","4,2",2,"3,8",4,"2,7","2,8","1,8","3,6",5,"3,5","6,4","1,4","6,8","3,3","7,1","6,9","2,6","3,3","3,7","5,7",3,"6,4",3,"7,5","3,8","2,1","6,4","3,3",3,3,3,"6,4",3,"1,5","4,9","2,9","3,1","2,8","3,2","6,7","6,2","2,9","3,4","2,6","3,2","2,6","3,7","3,5","6,2",8,"2,5","6,6","2,7","8,4","1,9","5,6","2,9","6,9","3,5","3,3","7,9","3,4","7,4","4,5","2,1",7,"6,8",3,"5,8","3,6","3,5","3,4","3,9","2,5","5,1","2,4"
